image,text
data/raw/img\127.jpg,"SYARIKAT PERNIAGAAN GIN KEE
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.
12/01/2018
Total: 7.95"
data/raw/img\128.jpg,"SYARIKAT PERNIAGAAN GIN KEE
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.
31/01/2018
Total: 82.68"
data/raw/img\129.jpg,"SYARIKAT PERNIAGAAN GIN KEE
NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.
24/01/2018
Total: 74.20"
data/raw/img\130.jpg,"BEYOND BROTHERS HARDWARE
LOT 1-0-2, JLN 1/50, DIAMOND SQUARE, OFF JLN GOMBAK 53000 KUALA LUMPUR
05/02/2018
Total: 63.60"
data/raw/img\131.jpg,"RESTORAN IBRAHIM MAJU SB
NO.2, GROUND FLOOR, JALAN REKO SENTRAL 8 TAMAN REKO SENTRAL, 43000 KAJANG SELANGOR DE
19/03/2018
Total: 5.30"
data/raw/img\132.jpg,"FARMASI MALURI S/B
23, JIN BURUNG JENTAYU, TMN BUKIT MALURI, KEPONG, 52100 KL.
02/03/18
Total: 79.35"
data/raw/img\133.jpg,"ASO ELECTRICAL TRADING SDN BHD
NO 31G, JALAN SEPADU C 25/C, SECTION 25, TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM, SELANGIR.
27/09/2017
Total: 248.05"
data/raw/img\134.jpg,"TRI SHAAS SDN BHD
4-20, JALAN RIA 25/62 TAMAN SRI MUDA SEKSYEN 25, 40400 SHAH ALAM SELANGOR
10/08/2017
Total: 21.40"
data/raw/img\135.jpg,"ASO ELECTRICAL TRADING SDN BHD
NO 31G, JALAN SEPADU C 25/C, SECTION 25, TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM, SELANGOR.
04/12/2017
Total: 99.00"
data/raw/img\136.jpg,"RESTORAN WAN SHENG
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR
19-03-2018
Total: 6.00"
data/raw/img\137.jpg,"RESTORAN WAN SHENG
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR
19-03-2018
Total: 9.10"
data/raw/img\138.jpg,"RESTORAN WAN SHENG
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR
14-03-2018
Total: 4.80"
data/raw/img\139.jpg,"RESTORAN WAN SHENG
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR
21-03-2018
Total: 6.70"
data/raw/img\140.jpg,"RESTORAN WAN SHENG
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR
16-03-2018
Total: 9.60"
data/raw/img\141.jpg,"RESTORAN WAN SHENG
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR
12-03-2018
Total: 7.00"
data/raw/img\142.jpg,"RESTORAN WAN SHENG
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR
14-03-2018
Total: 2.30"
data/raw/img\143.jpg,"RSTORAN WAN SHENG
NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR
05-03-2018
Total: 6.00"
data/raw/img\144.jpg,"GERBANG ALAF RESTAURANTS SDN BHD
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR
21/03/2018
Total: 25.40"
data/raw/img\145.jpg,"GERBANG ALAF RESTAURANTS SDN BHD
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR
10/03/2018
Total: 8.50"
data/raw/img\146.jpg,"PAPPARICH BMC
JALAN TEMENGGUNG 23/9 BANDAR MAHKOTA CHERAS 43200 SELANGOR DARUL EHSAN, MALAYSIA
24 MAR 18
Total: 72.93"
data/raw/img\147.jpg,"MIZU MENTAI SDN. BHD.
NO: 1-1&2 GROUND FLOOR, JLN TEMENGGUNG 13/9, 43200 CHERAS SELANGOR
31-03-2018
Total: 65.55"
data/raw/img\148.jpg,"GERBANG ALAF RESTAURANTS SDN BHD
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR
18/03/2018
Total: 13.10"
data/raw/img\149.jpg,"HAPPY SNACKS ENTERPRISE
19 & 19A, JALAN MERANTI 2A, SEKSYEI BANDAR BARU BATANG KALI, 44300
20/03/2018
Total: 26.82"
data/raw/img\150.jpg,"SWC ENTERPRISE SDN BHD
5-7, JALAN MAHAGONI 7/1 SEKSYEN 4, BANDAR UTAMA, 44300 BATANG KALI, SELANGOR
28/03/2018
Total: 30.00"
data/raw/img\151.jpg,"L TWO FLORIST & HANDICRAFT
NO.49, JALAN MAHAGONI 7/2, SEKSYEN 4 BANDAR UTAMA, 44300 BATANG KALI, SELANGOR.
21/03/2018
Total: 9.00"
data/raw/img\152.jpg,"WATSON'S PERSONAL CARE STORES SDN BHD
USJ SUMMIT, SUBANG (SS)
25032018
Total: RM41.45"
data/raw/img\153.jpg,"POPULAR BOOK CO. (M) SDN BHD
NO 8, JALAN 7/118B, DESA TAN RAZAH 56000 KUALA LUMPUR, MALAYSIA KSL CITY
06/02/18
Total: 14.65"
data/raw/img\154.jpg,"KHE ELECTRICAL TRADING
33-G JALAN MAJU 3/1 TAMAN LEMBAH MAJU CHERAS, 56100 KL
22/03/2018
Total: 101.75"
data/raw/img\155.jpg,"GERBANG ALAF RESTAURANTS SDN BHD
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR
02/03/2018
Total: 28.50"
data/raw/img\156.jpg,"TK DIVISION KITCHEN SDN BHD
19-1. JALAN MALINJA 2, TAMAN BUNGA RAYA, 53100 SETAPAK, KUALA LUMPUR.
17/1/2018
Total: RM 29.70"
data/raw/img\157.jpg,"GOLDEN SCOOP SDN BHD
A-16-1, TOWER A, NORTHPOINT OFFICE, MID VALLEY CITY, NO1, MEDAN SYED PUTRA UTARA KUALA LUMPUR MALAYSIA
16/02/2018
Total: 21.50"
data/raw/img\158.jpg,"99 SPEED MART S/B
LOT P. T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1934-LAMAN RIMBUNAN
03-02-18
Total: 3.70"
data/raw/img\159.jpg,"FUN N CHEER (MALURI)
LOT 37636 , JALAN 6/37A, TAMAN BUKIT MALURI , 52100 KUALA LUMPUR
05/01/2018
Total: 29.80"
data/raw/img\160.jpg,"CT281 - TEALIVE SHELL KEPONG OTTOGO ENTERPRISE
SHELL STATION PT15944, MUKIM BATU, JLN BESAR KEPONG
21/01/2018
Total: RM8.60"
data/raw/img\161.jpg,"NADEJE PRESTIGE SDN BHD
LOT NO. : G1 . 116A,GROUND FLOOR , SUNWAY PYRAMID , NO.3, JALAN PJS 11/15, BANDAR SUNWAY , 47500 PETALING JAYA.
2018/02/22
Total: RM39.00"
data/raw/img\162.jpg,"99 SPEED MART S/B
LOT P. T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1181-TMN SRI SINAR
17-02-18
Total: 213.00"
data/raw/img\163.jpg,"99 SPEED MART S/B
LOT P. T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR 1362-JLN DEVELOPMENT
17-02-18
Total: 108.50"
data/raw/img\164.jpg,"SUNFISH
22 LRG PERUSAHAAN 4 KIMPAL INDS.PARK B.CAVES
05/01/2018
Total: 28.70"
data/raw/img\165.jpg,"MR . DAKGALBI SOLARIS
NO.J-G-02, SOHO KI, SOLARIS MONT KIERA, 50 480 KL
2018-01-05
Total: 71.00"
data/raw/img\166.jpg,"THE STORE (MALAYSIA) SDN BHD
LOT 34817 JALAN BATU AMBAR TAMAN KOK LIAN 51200 KUALA LUMPUR,
14-01-2018
Total: 35.80"
data/raw/img\167.jpg,"LITTLE CRAVINGS SDN BHD
HQ: 7, JLN SS21/34, 47400 PJ
18-03-2018
Total: RM53.60"
data/raw/img\168.jpg,"KING'S CONFECTIONERY S/B
NO.41, JALAN SERI BINTANG 2 TAMAN SRI BINTANG, 52100 KUALA LUMPUR.
11/03/18
Total: 25.15"
data/raw/img\169.jpg,"YAM FRESH
NO. 145G, JALAN RIMBUNAN RAYA 1, LAMAN RIMBUNAN KEPONG, 52100 KUALA LUMPUR
2018-03-18
Total: RM29.30"
data/raw/img\170.jpg,"ZEN AND COFFEE 28 S/B
NO 53, JALAN 3/62A, BANDAR MENJALARA, 52200 KUALA LUMPUR.
25 MAR 2018
Total: 105.00"
data/raw/img\171.jpg,"GUARDIAN HEALTH AND BEAUTY SDN BHD
GUARDIAN GIANT BREM MALL G-19 LEVEL G BREM MALL
04/03/18
Total: 12.00"
data/raw/img\172.jpg,"MR. D. I. Y. (KUCHAI) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
16-03-18
Total: 53.30"
data/raw/img\173.jpg,"DOMMAL FOOD SERVICES SDN BHD
D-08, M AVENUE , JLN 1 / 38A SEGAMBUT BAHAGIA 51200 KUALA LUMPUR
26/03/18
Total: 60.60"
data/raw/img\174.jpg,"MY HAPPY PHARMACY PLT
NO 12 GF, JALAN MAMANDA 5, TAMAN DATO AHMAD RAZALI, JALAN AMPANG, 68000 AMPANG, SELANGOR.
01/02/2018
Total: 20.50"
data/raw/img\175.jpg,"POPULAR BOOK CO. (M) SDN BHD
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA AMPANG POINT CENTRE
11/02/18
Total: 11.80"
data/raw/img\176.jpg,"KEDAI PAPAN YEW CHUAN
LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.
28/02/2018
Total: 101.76"
data/raw/img\177.jpg,"KEDAI PAPAN YEW CHUAN
LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.
06/03/2018
Total: 127.20"
data/raw/img\178.jpg,"KEDAI PAPAN YEW CHUAN
LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.
31/03/2018
Total: 174.90"
data/raw/img\179.jpg,"KEDAI PAPAN YEW CHUAN
LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.
17/03/2018
Total: 174.90"
data/raw/img\180.jpg,"BHPETROL SUBANG AIRPORT
JALAN LAPANGAN TERBANG SUBANG 47200 SUBANG SELANGOR
18-01-2018
Total: 41.95"
data/raw/img\181.jpg,"BHPETROL PALEKBANG
LOT 1626, MUKIM KAMPUNG LAUT TUMPAT 16200 PALEKBANG, KELANTAN
24-03-2018
Total: 6.00"
data/raw/img\182.jpg,"BILLION SIX ENTERPRISE
NO 3, JALAN TAMAN JAS'A 2; . SECTION U6, 40150 SHAH ALAM.
22/02/2018
Total: 63.80"
data/raw/img\183.jpg,"SLF CASH & CARRY
NO. 15. JLN TSJ2,TMN SUBANG JASA, OFF JLN BT 3 SUBANG. 40000 SHAH ALAM. SEL.
03/02/2018
Total: 21.20"
data/raw/img\184.jpg,"SLF CASH & CARRY
NO.15, JLN TSJ2,TMN SUBANG JASA, OFF JLN BT 3 SUBANG, 40000 SHAH ALAM, SEL.
02/02/2018
Total: 48.00"
data/raw/img\185.jpg,"SUPER SEVEN CASH & CARRY SDN BHD
NO. 1 JALAN EURO 1 OFF JALAN BATU TIGA SUNGAI BULOH SEKSYEN U3 SHAH ALAM, 40150
12-02-2018
Total: RM367.10"
data/raw/img\186.jpg,"99 SPEED MART S/B
LOT P.T. 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR
07-02-18
Total: 45.35"
data/raw/img\187.jpg,"URBAN IDEA SDN BHD
A-G-06, DATARAN GLOMAC, JALAN SS6/5A, PUSAT BANDAR KELANA JAYA, 47301 PETALING JAYA, SELANGOR, MALAYSIA
27/02/2018
Total: RM22.65"
data/raw/img\188.jpg,"KMF FOODICIOUS SDN BHD
NO. 9-G, JALAN PERUBATAN 2, PANDAN INDAH, 55100 KUALA LUMPUR.
09-04-2018
Total: 31.00"
data/raw/img\189.jpg,"YONG CEN ENTERPRISE
9, JALAN SUBANG JASA 3, 40150 SHAN ALAM, SELANGOR.
02/03/2018
Total: 63.35"
data/raw/img\190.jpg,"MR. D. I. Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
02-03-18
Total: 71.90"
data/raw/img\191.jpg,"ENW HARDWARE CENTRE (M) SDN BHD
NO: G3, BLK G, JIN PJU 1A/3, ARA DAMANSARA, 47301 PETALING JAYA, SELANGOR DARUL EHSAN.
10/03/2018
Total: 34.00"
data/raw/img\192.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
28/03/18
Total: 38.80"
data/raw/img\193.jpg,"POPULAR BOOK CO. (M) SDN BHD
NO 8. JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA
01/03/18
Total: 4.00"
data/raw/img\194.jpg,"AEON CO. (M) BHD.
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS ,55100 KUALA LUMPUR
28/02/2018
Total: 88.95"
data/raw/img\195.jpg,"AEON CO. (M) BHD
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR
09/03/2018
Total: 31.00"
data/raw/img\196.jpg,"POPULAR BOOK CO. (M) SDN BHD
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSI.
11/03/18
Total: 5.75"
data/raw/img\197.jpg,"AEON CO. (M) BHD
3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR
12/03/2018
Total: 42.50"
data/raw/img\198.jpg,"MR. D.I.Y. (KUCHAI) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
12-03-18
Total: 45.00"
data/raw/img\199.jpg,"TSH POWER HARDWARE TRADING
13-1, JALAN PJU 5/10, DATARAN SUNWAY, KOTA DAMANSARA, 47810, PETALING JAYA, SELANGOR
10/10/2017
Total: 8.00"
data/raw/img\200.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
17-03-18
Total: 42.90"
data/raw/img\201.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
18-03-18
Total: 10.60"
data/raw/img\202.jpg,"BAIFU (M) SDN BHD
DAISO JAPAN, IOI MALL
20/03/2018
Total: 35.40"
data/raw/img\203.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
26-03-18
Total: 28.00"
data/raw/img\204.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
25-03-18
Total: 50.80"
data/raw/img\205.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
23-03-18
Total: 26.10"
data/raw/img\206.jpg,"GOLDEN KEY MAKER
NO 5, JALAN KENARI 2, BANDAR PUCHONG JAYA, 47100 PUCHONG, SELANGOR
24-MAR-2018
Total: 21.00"
data/raw/img\207.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
24-03-18
Total: 14.90"
data/raw/img\208.jpg,"MR. D.I.Y. (M) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
24-03-18
Total: 12.30"
data/raw/img\209.jpg,"ELITETRAX MARKETING SDN BHD
LOT 1F-01&02,1ST FLR,PARADIGM MALL, NO. 1 JALAN SS 7/26A, KELANA JAYA, 47301 PETALING JAYA
11.02.18
Total: 60.00"
data/raw/img\210.jpg,"KAISON FURNISHING SDN BHD
L4-17 (B), LEVEL 4, UP2-01, MELAWATI MALL, 355, JALAN BANDAR MELAWATI, PUSAT BANDAR MELAWATI, 53100 KUALA LUMPUR.
29-01-18
Total: 7838.80"
data/raw/img\211.jpg,"LEE WAH FLORIST SDN BHD
129, JALAN TUN H.S LEE, 50000 KUALA LUMPUR.
02/02/2018
Total: 374.20"
data/raw/img\212.jpg,"ADVANCO COMPANY
NO 1&3, JALAN WANGSA DELIMA 12, WANGSA LINK, WANGSA MAJU, 53300 KUALA LUMPUR
17/01/2018
Total: 29.00"
data/raw/img\213.jpg,"ADVANCO COMPANY
NO 1&3, JALAN WANGSA DELIMA 12, WANGSA LINK, WANGSA MAJU, 53300 KUALA LUMPUR
28/02/2018
Total: 10.45"
data/raw/img\214.jpg,"SINNATHAMBY HOLDINGS SDN. BHD.
NO.17, 18 & 41, JALAN BESAR, 39100 BRINCHANG, CAMERON HIGHLANDS, PAHANG
06/02/2018
Total: 13.50"
data/raw/img\215.jpg,"SINNATHAMBY HOLDINGS SDN. BHD.
NO.17,18 & 41,JALAN BESAR,39100 BRINCHANG, CAMERON HIGHLANDS, PAHANG
06/02/2018
Total: 109.70"
data/raw/img\216.jpg,"ADVANCO COMPANY
NO 1&3, JALAN WANGSA DELIMA 12, WANGSA LINK, WANGSA MAJU, 53300 KUALA LUMPUR
17/01/2018
Total: 7.00"
data/raw/img\217.jpg,"IKANO HANDEL SDN BHD
NO 2A JALAN COCHRANE TAMAN MALURI 55100 KUALA LUMPUR
25/04/18
Total: 22.00"
data/raw/img\218.jpg,"TRENDYMAX (M) SDN. BHD.
P6, BLOCK C, GM KLANG WHOLESALE CITY, JALAN KASUARINA 1, 41200 KLANG, SELANGOR D.E.
15/01/2018
Total: 329.10"
data/raw/img\219.jpg,"PRINT EXPERT SDN BHD
NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR
12/01/2018
Total: 100.00"
data/raw/img\220.jpg,"PRINT EXPERT SDN BHD
NO 18, 20, 22, JALAN BUNGA TANJONG 2/16, 40000 SHAH ALAM, SELANGOR
12/01/2018
Total: 4.25"
data/raw/img\221.jpg,"POPULAR BOOK CO. (M) SDN BHD
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA
24/01/18
Total: 30.10"
data/raw/img\222.jpg,"POPULAR BOOK CO. (M) SDN BHD
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA
27/02/18
Total: 41.00"
data/raw/img\223.jpg,"POPULAR BOOK CO. (M) SDN BHD
NO 8, JALAN 7/118B, DESA TUN RAZAK 56000 KUALA LUMPUR, MALAYSIA
05/03/18
Total: 9.90"
data/raw/img\224.jpg,"BOON SENG PAPER SDN BHD
12, JALAN BUNGA TANJUNG,2/16 SEKSYEN 2,40000 SHAH ALAM, SELANGOR
19/03/2018
Total: 31.80"
data/raw/img\225.jpg,"RELAIS TOTAL OULMES
AUTOROUTE RABAT MEKNES 15000 KHEMISSET
30/03/2018
Total: 56.00"
data/raw/img\226.jpg,"TONYMOLY VIVA CITY
UNIT L1-044B, VIVACITY MEGAMALL, JALAN WAN ALWI, 93350 KUCHING, SARAWAK.
29/03/2018
Total: 100.60"
data/raw/img\227.jpg,"TONYMOLY VIVA CITY
UNIT L1-044B, VIVACITY MEGAMALL, JALAN WAN ALWI, 93350 KUCHING, SARAWAK.
29/03/2018
Total: 39.90"
data/raw/img\228.jpg,"TONYMOLY VIVA CITY
UNIT L1-044B, VIVACITY MEGAMALL, JALAN WAN ALWI, 93350 KUCHING, SARAWAK.
29/03/2018
Total: 48.95"
data/raw/img\229.jpg,"ANZEL ADVERTISING (M) SDN BHD
UNIT G-5B, GROUND FLOOR, WISMA UOA II, NO 21, JALAN PINANG, 50450 KUALA LUMPUR, MALAYSIA
21/03/2018
Total: 7.40"
data/raw/img\230.jpg,"ANZEL ADVERTISING (M) SDN BHD
UNIT G-5B, GROUND FLOOR, WISMA UOA II, NO 21, JALAN PINANG, 50450 KUALA LUMPUR, MALAYSIA
27/03/2018
Total: 8.50"
data/raw/img\231.jpg,"MR. D.I.Y. (KUCHAI) SDN BHD
LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR
15-03-18
Total: 119.70"
data/raw/img\232.jpg,"PREMIO STATIONERY SDN BHD
F-G-01 JALAN SS 6/5B DATARAN GLOMAC. KELANA JAYA 47301 PETALING JAYA. SELANGOR
08/02/2017
Total: 25.45"
data/raw/img\233.jpg,"Y SOON FATT S/B
LOT 1504, BATU 8 1/2, JALAN KLANG LAMA, 46000 PETALING JAYA, SELANGOR.
9/2/2017
Total: 362.50"
data/raw/img\234.jpg,"BEMED (SP) SDN BHD
NO.49, JALAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E.
02/JAN/2017
Total: 165.00"
data/raw/img\235.jpg,"B & BEST RESTAURANT
NO.12, JALAN SS4C/5,PETALING JAYA SELANGOR DARUL EHSAN
10/02/2017
Total: 7.40"
data/raw/img\236.jpg,"B & BEST RESTAURANT
NO.12, JALAN SS4C/5,PETALING JAYA SELANGOR DARUL EHSAN
20/03/2017
Total: 14.85"
data/raw/img\237.jpg,"B & BEST RESTAURANT
NO.12,JALAN SS4C/5,PETALING JAYA SELANGOR DARUL EHSAN
10/02/2017
Total: 7.40"
data/raw/img\238.jpg,"OLIVE9 PHARMACY SDN BHD
69 JALAN NOVA U5/N, SEKSYEN U5 SUBANG BE
31/03/2017
Total: 12.15"
data/raw/img\239.jpg,"SEGI CASH & CARRY SDN. BHD.
PT17920 SEK U9, SHAH ALAM
06/04/17
Total: 50.45"
data/raw/img\240.jpg,"TANJONGMAS BOOKCENTRE (PJ) SDN BHD
LOT F15, GIANT BANDAR PUTERI JALAN PUTERI 1/1, BDR PUTERI 47100 PUCHONG, SELANGOR
17/03/2017
Total: 62.00"
data/raw/img\241.jpg,"BEMED (SP) SDN. BHD.
NO.49, JALAN DINAR G U3/G, SUBANG PERDANA, 40150 SHAH ALAM, SELANGOR D.E.
25/FEB/2017
Total: 217.00"
data/raw/img\242.jpg,"SEGI CASH & CARRY SDN.BHD
PT17920, SEKSYEN U9, 40150 SHAH ALAM, SELANGOR DARUL EHSAN.
05 JAN 2017
Total: 12.60"
data/raw/img\243.jpg,"SEGI CASH & CARRY SDN.BHD
PT17920, SEKSYEN U9, 40150 SHAH ALAM, SELANGOR DARUL EHSAN.
04 JAN 2017
Total: 20.05"
data/raw/img\244.jpg,"GOLDEN ARCHES RESTAURANTS SDN BHD
LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR
25/12/2016
Total: 29.30"
data/raw/img\245.jpg,"MEI LET RESTAURANT
NO 2, JALAN BULAN BM U5/BM, SEKSYEN U5, 40150 SHAH ALAM, SELANGOR
22/01/2017
Total: 67.85"
data/raw/img\246.jpg,"KING'S CONFECTIONERY S/B
LOT NO. G23, GIANT KELANA JAYA LOT PT244, JLN PERBANDARAN SS6/4 PUSAT BANDAR KELANA JAYA, PETALING
02/02/17
Total: 7.50"
data/raw/img\247.jpg,"YONG SOON FATT S/B
LOT 1504, BATU 8 1/2, JALAN KLANG LAMA, 46000 PETALING JAYA, SELANGOR.
6/2/2017
Total: 758.70"
data/raw/img\248.jpg,"AMPANG 210 FIRST CITY PARKING SDN BHD
A-09-10 PRIMA AVENUE THE TUBE, 1/39, DATARAN PRIMA 47301 PETALING JAYA SELANGOR DE
16/04/2018
Total: RM7.00"
data/raw/img\249.jpg,"GL HANDICRAFT & TAII ORING
19, JALAN KANCIL, OFF JALAN PUDU, 55100 KUALA LUMPUR MALAYSIA
27/03/2018
Total: 130.00"
data/raw/img\250.jpg,"GL HANDICRAFT & TAII ORING
19, JALAN KANCIL, OFF JALAN PUDU, 55100 KUALA LUMPUR MALAYSIA
09/04/2018
Total: 104.00"
data/raw/img\251.jpg,"ARTRANGE STATIONERS & PRINT SDN BHD
44 JALAN SS21/58 DAMANSARA UTAMA 47400 PETALING JAYA
10/04/2017
Total: 15.40"
data/raw/img\252.jpg,"TIMES BOOKSTORES
LOT F21 & 22, CITTA MALL NO 1, JLN PJU 1A/4 47301
23/04/2017
Total: 12.37"
